unix_time,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,
39,,,,,,,,,,,,,,,,,,,,248,
40,,,,,,,,,,,,,,,,,,,,248,
41,,,,,,,,,,,,,,,,,,,,248,
42,,,,,,,,,,,,,,,,,,,85,,
43,,,,,,,,,,,,,,,,,,156,,,
44,,,,,,,,,,,,,,,,22,,,,,
45,,,,,,,,,,,,,,,170,,,,,,
46,,,,,,,,,,,,,246,,,,,,,,
47,,,,,,,,,,,1,,,,,,,,,,
48,,,,,,,,,1,,,,,,,,,,,,
49,,,,,,,1,,,,,,,,,,,,,,
50,,,,,1,,,,,,,,,,,,,,,,
51,,,,1,,,,,,,,,,,,,,,,,
52,,1,,,,,,,,,,,,,,,,,,,
53,1,,,,,,,,,,,,,,,,,,,,
54,1,,,,,,,,,,,,,,,,,,,,
55,1,,,,,,,,,,,,,,,,,,,,
56,1,,,,,,,,,,,,,,,,,,,,
57,1,,,,,,,,,,,,,,,,,,,,
58,,1,,,,,,,,,,,,,,,,,,,
59,,,,1,,,,,,,,,,,,,,,,,
60,,,,,1,,,,,,,,,,,,,,,,
61,,,,,,,1,,,,,,,,,,,,,,
62,,,,,,,,,1,,,,,,,,,,,,
63,,,,,,,,,,,1,,,,,,,,,,
64,,,,,,,,,,,,,246,,,,,,,,
65,,,,,,,,,,,,,,,170,,,,,,
66,,,,,,,,,,,,,,,,22,,,,,
67,,,,,,,,,,,,,,,,,,156,,,
68,,,,,,,,,,,,,,,,,,,85,,
69,,,,,,,,,,,,,,,,,,,,248,
70,,,,,,,,,,,,,,,,,,,,248,
71,,,,,,,,,,,,,,,,,,,,248,
72,,,,,,,,,,,,,,,,,,,,248,
73,,,,,,,,,,,,,,,,,,,85,,
74,,,,,,,,,,,,,,,,,,156,,,
75,,,,,,,,,,,,,,,,,200,,,,
76,,,,,,,,,,,,,,,170,,,,,,
77,,,,,,,,,,,,,,140,,,,,,,
78,,,,,,,,,,,,32,,,,,,,,,
79,,,,,,,,,,1,,,,,,,,,,,
80,,,,,,,,1,,,,,,,,,,,,,
81,,,,,,1,,,,,,,,,,,,,,,
82,,,,1,,,,,,,,,,,,,,,,,
83,,,1,,,,,,,,,,,,,,,,,,
84,,1,,,,,,,,,,,,,,,,,,,
85,1,,,,,,,,,,,,,,,,,,,,
86,1,,,,,,,,,,,,,,,,,,,,
87,1,,,,,,,,,,,,,,,,,,,,
88,1,,,,,,,,,,,,,,,,,,,,
89,,1,,,,,,,,,,,,,,,,,,,
90,,,1,,,,,,,,,,,,,,,,,,
91,,,,1,,,,,,,,,,,,,,,,,
92,,,,,,1,,,,,,,,,,,,,,,
93,,,,,,,,1,,,,,,,,,,,,,
94,,,,,,,,,,1,,,,,,,,,,,
95,,,,,,,,,,,,32,,,,,,,,,
96,,,,,,,,,,,,,,140,,,,,,,
97,,,,,,,,,,,,,,,,22,,,,,
98,,,,,,,,,,,,,,,,,200,,,,
99,,,,,,,,,,,,,,,,,,,85,,
100,,,,,,,,,,,,,,,,,,,,248,
101,,,,,,,,,,,,,,,,,,,,248,
102,,,,,,,,,,,,,,,,,,,,248,
103,,,,,,,,,,,,,,,,,,,,248,
104,,,,,,,,,,,,,,,,,,,,248,
105,,,,,,,,,,,,,,,,,,,85,,
106,,,,,,,,,,,,,,,,,,156,,,
107,,,,,,,,,,,,,,,,22,,,,,
108,,,,,,,,,,,,,,140,,,,,,,
109,,,,,,,,,,,,32,,,,,,,,,
110,,,,,,,,,,1,,,,,,,,,,,
111,,,,,,,,1,,,,,,,,,,,,,
112,,,,,,,1,,,,,,,,,,,,,,
113,,,,,1,,,,,,,,,,,,,,,,
114,,,1,,,,,,,,,,,,,,,,,,
115,,1,,,,,,,,,,,,,,,,,,,
116,1,,,,,,,,,,,,,,,,,,,,
117,1,,,,,,,,,,,,,,,,,,,,
118,1,,,,,,,,,,,,,,,,,,,,
119,1,,,,,,,,,,,,,,,,,,,,
120,1,,,,,,,,,,,,,,,,,,,,
121,,1,,,,,,,,,,,,,,,,,,,
122,,,,1,,,,,,,,,,,,,,,,,
123,,,,,1,,,,,,,,,,,,,,,,
124,,,,,,,1,,,,,,,,,,,,,,
125,,,,,,,,,1,,,,,,,,,,,,
126,,,,,,,,,,,1,,,,,,,,,,
127,,,,,,,,,,,,,246,,,,,,,,
128,,,,,,,,,,,,,,,170,,,,,,
129,,,,,,,,,,,,,,,,,200,,,,
130,,,,,,,,,,,,,,,,,,156,,,
131,,,,,,,,,,,,,,,,,,,85,,
132,,,,,,,,,,,,,,,,,,,,248,
133,,,,,,,,,,,,,,,,,,,,248,
134,,,,,,,,,,,,,,,,,,,,248,
135,,,,,,,,,,,,,,,,,,,,248,
136,,,,,,,,,,,,,,,,,,,85,,
137,,,,,,,,,,,,,,,,,,156,,,
138,,,,,,,,,,,,,,,,,200,,,,
139,,,,,,,,,,,,,,,170,,,,,,
140,,,,,,,,,,,,,246,,,,,,,,
141,,,,,,,,,,,1,,,,,,,,,,
142,,,,,,,,,1,,,,,,,,,,,,
143,,,,,,,1,,,,,,,,,,,,,,
144,,,,,1,,,,,,,,,,,,,,,,
145,,,,1,,,,,,,,,,,,,,,,,
146,,,1,,,,,,,,,,,,,,,,,,
147,1,,,,,,,,,,,,,,,,,,,,
148,1,,,,,,,,,,,,,,,,,,,,
149,1,,,,,,,,,,,,,,,,,,,,
150,1,,,,,,,,,,,,,,,,,,,,
151,1,,,,,,,,,,,,,,,,,,,,
152,,1,,,,,,,,,,,,,,,,,,,
153,,,1,,,,,,,,,,,,,,,,,,
154,,,,,1,,,,,,,,,,,,,,,,
155,,,,,,1,,,,,,,,,,,,,,,
156,,,,,,,,1,,,,,,,,,,,,,
157,,,,,,,,,,1,,,,,,,,,,,
158,,,,,,,,,,,,32,,,,,,,,,
159,,,,,,,,,,,,,,140,,,,,,,
160,,,,,,,,,,,,,,,,22,,,,,
161,,,,,,,,,,,,,,,,,,156,,,
162,,,,,,,,,,,,,,,,,,,85,,
163,,,,,,,,,,,,,,,,,,,,248,
164,,,,,,,,,,,,,,,,,,,,248,
165,,,,,,,,,,,,,,,,,,,,248,
166,,,,,,,,,,,,,,,,,,,,248,
167,,,,,,,,,,,,,,,,,,,,248,
168,,,,,,,,,,,,,,,,,,,85,,
169,,,,,,,,,,,,,,,,,200,,,,
170,,,,,,,,,,,,,,,,22,,,,,
171,,,,,,,,,,,,,,140,,,,,,,
172,,,,,,,,,,,,32,,,,,,,,,
173,,,,,,,,,,1,,,,,,,,,,,
174,,,,,,,,1,,,,,,,,,,,,,
175,,,,,,1,,,,,,,,,,,,,,,
176,,,,,1,,,,,,,,,,,,,,,,
177,,,1,,,,,,,,,,,,,,,,,,
178,,1,,,,,,,,,,,,,,,,,,,
179,1,,,,,,,,,,,,,,,,,,,,
