unix_time,S0,S1,S2,S3,S4,F0,F1,F2,F3,F4,
230,1,,,,,,,,,,
231,,1,,,,,,,,,
232,,,1,,,,,,,,
233,,,,1,,,,,,,
234,,,,,1,,,,,,
235,,,,,,1,,,,,
236,,,,,,,38,,,,
237,,,,,,,,178,,,
238,,,,,,,,,143,,
239,,,,,,,,,,249,
240,1,,,,,,,,,,
241,,1,,,,,,,,,
242,,,1,,,,,,,,
243,,,,1,,,,,,,
244,,,,,1,,,,,,
245,,,,,,1,,,,,
246,,,,,,,38,,,,
247,,,,,,,,178,,,
248,,,,,,,,,143,,
249,,,,,,,,,,249,
250,1,,,,,,,,,,
251,,1,,,,,,,,,
252,,,1,,,,,,,,
253,,,,1,,,,,,,
254,,,,,1,,,,,,
255,,,,,,1,,,,,
256,,,,,,,38,,,,
257,,,,,,,,178,,,
258,,,,,,,,,143,,
259,,,,,,,,,,249,
260,1,,,,,,,,,,
261,,1,,,,,,,,,
262,,,1,,,,,,,,
263,,,,1,,,,,,,
264,,,,,1,,,,,,
265,,,,,,1,,,,,
266,,,,,,,38,,,,
267,,,,,,,,178,,,
268,,,,,,,,,143,,
269,,,,,,,,,,249,
270,1,,,,,,,,,,
271,,1,,,,,,,,,
272,,,1,,,,,,,,
273,,,,1,,,,,,,
274,,,,,1,,,,,,
275,,,,,,1,,,,,
276,,,,,,,38,,,,
277,,,,,,,,178,,,
278,,,,,,,,,143,,
279,,,,,,,,,,249,
280,1,,,,,,,,,,
281,,1,,,,,,,,,
282,,,1,,,,,,,,
283,,,,1,,,,,,,
284,,,,,1,,,,,,
285,,,,,,1,,,,,
286,,,,,,,38,,,,
287,,,,,,,,178,,,
288,,,,,,,,,143,,
289,,,,,,,,,,249,
290,1,,,,,,,,,,
291,,1,,,,,,,,,
292,,,1,,,,,,,,
293,,,,1,,,,,,,
294,,,,,1,,,,,,
295,,,,,,1,,,,,
296,,,,,,,38,,,,
297,,,,,,,,178,,,
298,,,,,,,,,143,,
299,,,,,,,,,,249,
300,1,,,,,,,,,,
301,,1,,,,,,,,,
302,,,1,,,,,,,,
303,,,,1,,,,,,,
304,,,,,1,,,,,,
305,,,,,,1,,,,,
306,,,,,,,38,,,,
307,,,,,,,,178,,,
308,,,,,,,,,143,,
309,,,,,,,,,,249,
310,1,,,,,,,,,,
311,,1,,,,,,,,,
312,,,1,,,,,,,,
313,,,,1,,,,,,,
314,,,,,1,,,,,,
315,,,,,,1,,,,,
316,,,,,,,38,,,,
317,,,,,,,,178,,,
318,,,,,,,,,143,,
319,,,,,,,,,,249,
320,1,,,,,,,,,,
321,,1,,,,,,,,,
322,,,1,,,,,,,,
323,,,,1,,,,,,,
324,,,,,1,,,,,,
325,,,,,,1,,,,,
326,,,,,,,38,,,,
327,,,,,,,,178,,,
328,,,,,,,,,143,,
329,,,,,,,,,,249,
330,1,,,,,,,,,,
331,,1,,,,,,,,,
332,,,1,,,,,,,,
333,,,,1,,,,,,,
334,,,,,1,,,,,,
335,,,,,,1,,,,,
336,,,,,,,38,,,,
337,,,,,,,,178,,,
338,,,,,,,,,143,,
339,,,,,,,,,,249,
340,1,,,,,,,,,,
341,,1,,,,,,,,,
342,,,1,,,,,,,,
343,,,,1,,,,,,,
344,,,,,1,,,,,,
345,,,,,,1,,,,,
346,,,,,,,38,,,,
347,,,,,,,,178,,,
348,,,,,,,,,143,,
349,,,,,,,,,,249,
350,1,,,,,,,,,,
351,,1,,,,,,,,,
352,,,1,,,,,,,,
353,,,,1,,,,,,,
354,,,,,1,,,,,,
355,,,,,,1,,,,,
356,,,,,,,38,,,,
357,,,,,,,,178,,,
358,,,,,,,,,143,,
359,,,,,,,,,,249,
360,1,,,,,,,,,,
361,,1,,,,,,,,,
362,,,1,,,,,,,,
363,,,,1,,,,,,,
364,,,,,1,,,,,,
365,,,,,,1,,,,,
366,,,,,,,38,,,,
367,,,,,,,,178,,,
368,,,,,,,,,143,,
369,,,,,,,,,,249,
370,1,,,,,,,,,,
371,,1,,,,,,,,,
372,,,1,,,,,,,,
373,,,,1,,,,,,,
374,,,,,1,,,,,,
375,,,,,,1,,,,,
376,,,,,,,38,,,,
377,,,,,,,,178,,,
378,,,,,,,,,143,,
379,,,,,,,,,,249,
380,1,,,,,,,,,,
381,,1,,,,,,,,,
382,,,1,,,,,,,,
383,,,,1,,,,,,,
384,,,,,1,,,,,,
385,,,,,,1,,,,,
386,,,,,,,38,,,,
387,,,,,,,,178,,,
388,,,,,,,,,143,,
389,,,,,,,,,,249,
390,1,,,,,,,,,,
391,,1,,,,,,,,,
392,,,1,,,,,,,,
393,,,,1,,,,,,,
394,,,,,1,,,,,,
395,,,,,,1,,,,,
396,,,,,,,38,,,,
397,,,,,,,,178,,,
398,,,,,,,,,143,,
399,,,,,,,,,,249,
400,1,,,,,,,,,,
401,,1,,,,,,,,,
402,,,1,,,,,,,,
403,,,,1,,,,,,,
404,,,,,1,,,,,,
405,,,,,,1,,,,,
406,,,,,,,38,,,,
407,,,,,,,,178,,,
408,,,,,,,,,143,,
409,,,,,,,,,,249,
410,1,,,,,,,,,,
411,,1,,,,,,,,,
412,,,1,,,,,,,,
413,,,,1,,,,,,,
414,,,,,1,,,,,,
415,,,,,,1,,,,,
416,,,,,,,38,,,,
417,,,,,,,,178,,,
418,,,,,,,,,143,,
419,,,,,,,,,,249,
420,1,,,,,,,,,,
421,,1,,,,,,,,,
422,,,1,,,,,,,,
423,,,,1,,,,,,,
424,,,,,1,,,,,,
425,,,,,,1,,,,,
426,,,,,,,38,,,,
427,,,,,,,,178,,,
428,,,,,,,,,143,,
429,,,,,,,,,,249,
430,1,,,,,,,,,,
431,,1,,,,,,,,,
432,,,1,,,,,,,,
433,,,,1,,,,,,,
434,,,,,1,,,,,,
435,,,,,,1,,,,,
436,,,,,,,38,,,,
437,,,,,,,,178,,,
438,,,,,,,,,143,,
439,,,,,,,,,,249,
440,1,,,,,,,,,,
441,,1,,,,,,,,,
442,,,1,,,,,,,,
443,,,,1,,,,,,,
444,,,,,1,,,,,,
445,,,,,,1,,,,,
446,,,,,,,38,,,,
447,,,,,,,,178,,,
448,,,,,,,,,143,,
449,,,,,,,,,,249,
450,1,,,,,,,,,,
451,,1,,,,,,,,,
452,,,1,,,,,,,,
453,,,,1,,,,,,,
454,,,,,1,,,,,,
455,,,,,,1,,,,,
456,,,,,,,38,,,,
457,,,,,,,,178,,,
458,,,,,,,,,143,,
459,,,,,,,,,,249,
460,1,,,,,,,,,,
461,,1,,,,,,,,,
462,,,1,,,,,,,,
463,,,,1,,,,,,,
464,,,,,1,,,,,,
465,,,,,,1,,,,,
466,,,,,,,38,,,,
467,,,,,,,,178,,,
468,,,,,,,,,143,,
469,,,,,,,,,,249,
470,1,,,,,,,,,,
471,,1,,,,,,,,,
472,,,1,,,,,,,,
473,,,,1,,,,,,,
474,,,,,1,,,,,,
475,,,,,,1,,,,,
476,,,,,,,38,,,,
477,,,,,,,,178,,,
478,,,,,,,,,143,,
479,,,,,,,,,,249,
480,1,,,,,,,,,,
481,,1,,,,,,,,,
482,,,1,,,,,,,,
483,,,,1,,,,,,,
484,,,,,1,,,,,,
485,,,,,,1,,,,,
486,,,,,,,38,,,,
487,,,,,,,,178,,,
488,,,,,,,,,143,,
489,,,,,,,,,,249,
490,1,,,,,,,,,,
491,,1,,,,,,,,,
492,,,1,,,,,,,,
493,,,,1,,,,,,,
494,,,,,1,,,,,,
495,,,,,,1,,,,,
496,,,,,,,38,,,,
497,,,,,,,,178,,,
498,,,,,,,,,143,,
499,,,,,,,,,,249,
500,1,,,,,,,,,,
501,,1,,,,,,,,,
502,,,1,,,,,,,,
503,,,,1,,,,,,,
504,,,,,1,,,,,,
505,,,,,,1,,,,,
506,,,,,,,38,,,,
507,,,,,,,,178,,,
508,,,,,,,,,143,,
509,,,,,,,,,,249,
510,1,,,,,,,,,,
511,,1,,,,,,,,,
512,,,1,,,,,,,,
513,,,,1,,,,,,,
514,,,,,1,,,,,,
515,,,,,,1,,,,,
516,,,,,,,38,,,,
517,,,,,,,,178,,,
518,,,,,,,,,143,,
519,,,,,,,,,,249,
520,1,,,,,,,,,,
521,,1,,,,,,,,,
522,,,1,,,,,,,,
523,,,,1,,,,,,,
524,,,,,1,,,,,,
525,,,,,,1,,,,,
526,,,,,,,38,,,,
527,,,,,,,,178,,,
528,,,,,,,,,143,,
529,,,,,,,,,,249,
530,1,,,,,,,,,,
531,,1,,,,,,,,,
532,,,1,,,,,,,,
533,,,,1,,,,,,,
534,,,,,1,,,,,,
535,,,,,,1,,,,,
536,,,,,,,38,,,,
537,,,,,,,,178,,,
538,,,,,,,,,143,,
539,,,,,,,,,,249,
540,1,,,,,,,,,,
541,,1,,,,,,,,,
542,,,1,,,,,,,,
543,,,,1,,,,,,,
544,,,,,1,,,,,,
545,,,,,,1,,,,,
546,,,,,,,38,,,,
547,,,,,,,,178,,,
548,,,,,,,,,143,,
549,,,,,,,,,,249,
550,1,,,,,,,,,,
551,,1,,,,,,,,,
552,,,1,,,,,,,,
553,,,,1,,,,,,,
554,,,,,1,,,,,,
555,,,,,,1,,,,,
556,,,,,,,38,,,,
557,,,,,,,,178,,,
558,,,,,,,,,143,,
559,,,,,,,,,,249,
560,1,,,,,,,,,,
561,,1,,,,,,,,,
562,,,1,,,,,,,,
563,,,,1,,,,,,,
564,,,,,1,,,,,,
565,,,,,,1,,,,,
566,,,,,,,38,,,,
567,,,,,,,,178,,,
568,,,,,,,,,143,,
569,,,,,,,,,,249,
570,1,,,,,,,,,,
571,,1,,,,,,,,,
572,,,1,,,,,,,,
573,,,,1,,,,,,,
574,,,,,1,,,,,,
575,,,,,,1,,,,,
576,,,,,,,38,,,,
577,,,,,,,,178,,,
578,,,,,,,,,143,,
579,,,,,,,,,,249,
580,1,,,,,,,,,,
581,,1,,,,,,,,,
582,,,1,,,,,,,,
583,,,,1,,,,,,,
584,,,,,1,,,,,,
585,,,,,,1,,,,,
586,,,,,,,38,,,,
587,,,,,,,,178,,,
588,,,,,,,,,143,,
589,,,,,,,,,,249,
590,1,,,,,,,,,,
591,,1,,,,,,,,,
592,,,1,,,,,,,,
593,,,,1,,,,,,,
594,,,,,1,,,,,,
595,,,,,,1,,,,,
596,,,,,,,38,,,,
597,,,,,,,,178,,,
598,,,,,,,,,143,,
599,,,,,,,,,,249,
